crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2023-03-08,05:15,STATEN ISLAND,10419,40.524132,-74.174331,POINT (-74.174331 40.524132),JEROME AVENUE,ATLANTIC AVENUE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4004900,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2023-11-08,16:00,BROOKLYN,,,,,GRAND CONCOURSE,,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,4004236,Sedan,Sedan,,,
2023-02-15,13:00,STATEN ISLAND,10623,40.521949,-74.223361,POINT (-74.223361 40.521949),HYLAN BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4003956,Sedan,Motorcycle,,,
2023-03-06,05:30,MANHATTAN,10393,40.916132,-74.159755,POINT (-74.159755 40.916132),FLATBUSH AVENUE,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unsafe Speed,,,,4002441,Sedan,TAXI,,,
2023-12-18,03:30,QUEENS,,40.535971,-73.928307,POINT (-73.928307 40.535971),BROADWAY,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4001479,Sedan,Box Truck,,,
2023-09-19,13:30,QUEENS,10191,40.544218,-73.735808,POINT (-73.735808 40.544218),,,,0,0,0,0,0,0,0,0,,Turning Improperly,Turning Improperly,,,4001507,Bike,Sedan,Pick-up Truck,,
2023-07-26,03:30,BROOKLYN,10566,40.757993,-74.069931,POINT (-74.069931 40.757993),BELT PARKWAY,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Following Too Closely,,,,4001033,Station Wagon/Sport Utility Vehicle,Motorcycle,Motorcycle,,
2023-02-28,02:30,BRONX,11202,40.82015,-74.065984,POINT (-74.065984 40.82015),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,,Unsafe Speed,,,4001097,Bike,,,,
2023-11-03,21:30,BROOKLYN,,40.574733,-73.87075,POINT (-73.87075 40.574733),NORTHERN BOULEVARD,BOSTON ROAD,,1,0,0,0,0,0,0,0,Following Too Closely,,Pavement Slippery,,,4001469,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-05-13,07:30,QUEENS,10309,40.663778,-74.245304,POINT (-74.245304 40.663778),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4000543,Motorcycle,Box Truck,Motorcycle,,
2023-06-18,16:45,MANHATTAN,11124,40.61401,-73.732898,POINT (-73.732898 40.61401),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4001046,Sedan,TAXI,,,
2023-07-16,19:30,BROOKLYN,11435,40.700675,-73.936105,POINT (-73.936105 40.700675),QUEENS BOULEVARD,NORTHERN BOULEVARD,,1,0,0,0,0,0,0,0,Turning Improperly,Unsafe Speed,Unknown,,,4003154,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2023-03-31,02:15,QUEENS,,40.717726,-73.737302,POINT (-73.737302 40.717726),CANAL STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4002516,Pick-up Truck,,,,
2023-02-03,12:45,QUEENS,11684,40.521578,-73.732415,POINT (-73.732415 40.521578),QUEENS BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4000030,TAXI,,,,
2023-01-18,16:15,BROOKLYN,10985,40.633298,-74.135411,POINT (-74.135411 40.633298),CANAL STREET,,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Traffic Control Disregarded,,,,4000725,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2023-07-17,07:15,BROOKLYN,10260,40.684807,-73.951332,POINT (-73.951332 40.684807),HYLAN BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4002533,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2023-12-08,06:15,BROOKLYN,11155,40.668295,-74.106907,POINT (-74.106907 40.668295),,BOSTON ROAD,,3,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4003163,Bus,Sedan,,,
2023-06-18,08:45,MANHATTAN,,40.746816,-74.181256,POINT (-74.181256 40.746816),CANAL STREET,FLATBUSH AVENUE,PARKING LOT,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4004076,Station Wagon/Sport Utility Vehicle,,,,
2023-01-06,07:30,,,,,,ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,,Following Too Closely,,,4001426,Pick-up Truck,Van,,,
2023-07-14,17:30,QUEENS,10512,40.822433,-74.168384,POINT (-74.168384 40.822433),NORTHERN BOULEVARD,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4003718,Sedan,Sedan,Unknown,,
2023-05-23,04:45,BROOKLYN,10889,40.72724,-73.790306,POINT (-73.790306 40.72724),HYLAN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4004054,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-04-09,19:00,MANHATTAN,10250,40.729523,-74.162886,POINT (-74.162886 40.729523),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Backing Unsafely,,,4000436,Motorcycle,Sedan,,,
2023-08-31,21:15,STATEN ISLAND,10093,40.50028,-73.866416,POINT (-73.866416 40.50028),ATLANTIC AVENUE,LINDEN BOULEVARD,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Passing or Lane Usage Improper,,,4003955,E-Bike,Pick-up Truck,Pick-up Truck,,
2023-11-16,09:45,STATEN ISLAND,11619,40.729227,-73.96915,POINT (-73.96915 40.729227),LINDEN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4000912,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-03-22,11:30,QUEENS,11462,40.721783,-74.143874,POINT (-74.143874 40.721783),LINDEN BOULEVARD,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4004309,Bus,Bus,,,
2023-05-14,15:00,QUEENS,11439,,,,ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,,Unknown,,,4004250,Motorcycle,,,,
2023-11-18,13:00,BRONX,10166,,,,QUEENS BOULEVARD,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4004605,Sedan,Station Wagon/Sport Utility Vehicle,TAXI,,
2023-12-02,07:00,BROOKLYN,10365,40.547996,-73.855115,POINT (-73.855115 40.547996),LINDEN BOULEVARD,CANAL STREET,,2,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4003477,Sedan,,E-Bike,,
2023-02-08,17:45,BRONX,10301,,,,,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4004392,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-10-21,12:15,BRONX,,40.670051,-73.73738,POINT (-73.73738 40.670051),NORTHERN BOULEVARD,GRAND CONCOURSE,,2,0,0,0,0,0,0,0,Turning Improperly,Unsafe Speed,Traffic Control Disregarded,,,4001699,Sedan,Pick-up Truck,,,
2023-07-24,18:00,QUEENS,11177,40.761229,-74.081823,POINT (-74.081823 40.761229),BROADWAY,CANAL STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,4001238,Box Truck,Van,,,
2023-08-24,23:00,BROOKLYN,11183,40.849301,-73.87971,POINT (-73.87971 40.849301),BELT PARKWAY,JEROME AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4000903,,Unknown,,,
2023-06-17,11:45,MANHATTAN,10115,40.595056,-74.095568,POINT (-74.095568 40.595056),BELT PARKWAY,GRAND CONCOURSE,PARKING LOT,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4002304,Sedan,TAXI,Sedan,,
2023-04-02,07:15,BRONX,10216,40.790749,-74.077927,POINT (-74.077927 40.790749),JEROME AVENUE,FLATBUSH AVENUE,,1,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,4003288,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Box Truck,,
2023-04-22,04:30,BRONX,10038,40.591177,-73.840529,POINT (-73.840529 40.591177),,,,1,0,0,0,0,0,1,0,Unspecified,Driver Inattention/Distraction,,,,4001614,Van,Bike,Pick-up Truck,,
2023-05-13,22:45,MANHATTAN,10605,40.850816,-74.09996,POINT (-74.09996 40.850816),,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,4000507,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2023-01-13,10:00,QUEENS,,40.841391,-74.200934,POINT (-74.200934 40.841391),ATLANTIC AVENUE,,,3,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,4004194,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-11-06,00:15,STATEN ISLAND,10988,40.648217,-73.772754,POINT (-73.772754 40.648217),,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4000183,Sedan,Pick-up Truck,,,
2023-11-20,13:30,BRONX,10309,40.670394,-73.921081,POINT (-73.921081 40.670394),GRAND CONCOURSE,HYLAN BOULEVARD,,3,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4004794,Sedan,Sedan,,,
2023-03-10,01:45,BROOKLYN,10622,40.653883,-73.721976,POINT (-73.721976 40.653883),FLATBUSH AVENUE,,,1,2,0,0,0,0,0,0,Following Too Closely,,,,,4001497,Van,Sedan,,,
2023-03-19,10:45,MANHATTAN,11007,40.593911,-73.892225,POINT (-73.892225 40.593911),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4001961,Station Wagon/Sport Utility Vehicle,Van,TAXI,,
2023-08-23,03:00,BROOKLYN,11637,,,,CANAL STREET,CANAL STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4000321,Sedan,Station Wagon/Sport Utility Vehicle,Box Truck,,
2023-02-08,16:30,QUEENS,,40.694249,-73.956238,POINT (-73.956238 40.694249),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4001905,Bike,Box Truck,,,
2023-07-29,12:00,BROOKLYN,10984,40.842047,-73.842805,POINT (-73.842805 40.842047),BOSTON ROAD,,,1,0,0,0,0,0,0,0,Unspecified,,,,,4001620,Motorcycle,Van,,,
2023-04-01,00:00,BROOKLYN,10066,40.507562,-74.131569,POINT (-74.131569 40.507562),JEROME AVENUE,,,2,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unknown,,,4001886,Bike,Sedan,,,
2023-11-28,19:30,STATEN ISLAND,10780,,,,GRAND CONCOURSE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4003483,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-02-13,06:45,QUEENS,,40.610001,-74.142669,POINT (-74.142669 40.610001),ATLANTIC AVENUE,JEROME AVENUE,,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4001909,Pick-up Truck,,Station Wagon/Sport Utility Vehicle,,
2023-09-02,03:45,BROOKLYN,10082,40.613556,-73.759552,POINT (-73.759552 40.613556),LINDEN BOULEVARD,,,4,0,0,0,0,0,0,0,,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,4004179,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-08-28,19:00,STATEN ISLAND,11275,40.815234,-74.10707,POINT (-74.10707 40.815234),,,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Speed,,,,4004028,TAXI,Sedan,,,
2023-06-27,01:00,,,,,,BELT PARKWAY,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,,,,4001551,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-03-10,18:00,MANHATTAN,11472,40.574469,-74.024044,POINT (-74.024044 40.574469),NORTHERN BOULEVARD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4004530,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-02-17,13:45,,,,,,JEROME AVENUE,,,0,0,0,0,0,0,0,0,,Passing or Lane Usage Improper,,,,4001146,,Station Wagon/Sport Utility Vehicle,,,
2023-05-29,11:15,MANHATTAN,,40.839748,-74.232298,POINT (-74.232298 40.839748),GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,,,,4004376,Station Wagon/Sport Utility Vehicle,Van,,,
2023-04-03,16:30,MANHATTAN,11575,40.541142,-74.030046,POINT (-74.030046 40.541142),LINDEN BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4002426,Van,Station Wagon/Sport Utility Vehicle,,,
2023-12-11,08:45,QUEENS,11378,40.505846,-73.954885,POINT (-73.954885 40.505846),,QUEENS BOULEVARD,,2,0,0,0,0,0,0,0,Backing Unsafely,,Driver Inattention/Distraction,,,4000044,Sedan,Sedan,,,
2023-12-12,17:15,BROOKLYN,10618,40.546068,-73.741627,POINT (-73.741627 40.546068),JEROME AVENUE,NORTHERN BOULEVARD,,2,0,0,0,0,0,0,0,Unsafe Speed,Traffic Control Disregarded,,,,4002775,Sedan,Sedan,,,
2023-12-26,15:30,QUEENS,11372,40.744799,-73.75118,POINT (-73.75118 40.744799),NORTHERN BOULEVARD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4003954,Sedan,Sedan,,,
2023-07-27,16:00,BRONX,11439,40.553286,-74.195042,POINT (-74.195042 40.553286),GRAND CONCOURSE,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unknown,,,,,4001957,Pick-up Truck,,TAXI,,
2023-06-13,07:00,MANHATTAN,10320,,,,HYLAN BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4003485,Sedan,Unknown,,,
2023-05-11,15:15,MANHATTAN,10615,40.614198,-74.010569,POINT (-74.010569 40.614198),BOSTON ROAD,GRAND CONCOURSE,,1,0,0,0,0,0,0,0,Unspecified,,,,,4001378,Station Wagon/Sport Utility Vehicle,TAXI,,,
2023-12-05,04:30,MANHATTAN,10327,40.617837,-74.198221,POINT (-74.198221 40.617837),BROADWAY,,PARKING LOT,4,0,0,0,0,0,0,0,Unsafe Speed,,,,,4001892,Pick-up Truck,Bike,,,
2023-02-25,03:30,MANHATTAN,,40.523892,-74.150047,POINT (-74.150047 40.523892),QUEENS BOULEVARD,BOSTON ROAD,,1,0,0,0,0,0,0,0,Backing Unsafely,Unknown,,,,4003148,Unknown,Bus,,,
2023-06-20,04:15,QUEENS,11304,40.702141,-73.714933,POINT (-73.714933 40.702141),CANAL STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,4000413,Sedan,Sedan,Box Truck,,
2023-12-20,06:45,BROOKLYN,10198,40.896828,-73.898253,POINT (-73.898253 40.896828),LINDEN BOULEVARD,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,4004369,E-Bike,Station Wagon/Sport Utility Vehicle,,,
2023-04-19,16:45,BROOKLYN,11190,40.830726,-73.89524,POINT (-73.89524 40.830726),ATLANTIC AVENUE,,,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4001407,TAXI,Sedan,,,
2023-07-03,09:30,MANHATTAN,10888,40.85402,-73.819115,POINT (-73.819115 40.85402),CANAL STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4001779,Sedan,,,,
2023-08-12,06:30,BRONX,11031,40.737528,-74.011446,POINT (-74.011446 40.737528),BROADWAY,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unsafe Speed,,,,4000801,Station Wagon/Sport Utility Vehicle,,,,
2023-10-16,13:45,STATEN ISLAND,10723,,,,BOSTON ROAD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4001288,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-10-16,05:15,STATEN ISLAND,,40.716652,-73.899415,POINT (-73.899415 40.716652),BROADWAY,ATLANTIC AVENUE,,4,0,0,0,0,0,0,0,Unsafe Speed,,Traffic Control Disregarded,,,4001558,Sedan,Pick-up Truck,,,
2023-03-18,21:30,QUEENS,10396,40.536297,-73.924615,POINT (-73.924615 40.536297),JEROME AVENUE,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,Driver Inattention/Distraction,,,4003656,Pick-up Truck,,,,
2023-07-06,20:30,STATEN ISLAND,,40.733905,-73.866035,POINT (-73.866035 40.733905),HYLAN BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4003835,E-Bike,Sedan,,,
2023-07-26,15:00,QUEENS,11159,40.674857,-74.181812,POINT (-74.181812 40.674857),QUEENS BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Failure to Yield Right-of-Way,,,,4001662,Van,Bus,,,
2023-01-02,16:45,,,,,,HYLAN BOULEVARD,ATLANTIC AVENUE,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4002622,Motorcycle,,,,
2023-02-05,17:15,MANHATTAN,11600,40.706085,-74.010168,POINT (-74.010168 40.706085),HYLAN BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Speed,Unspecified,,,4000256,,Station Wagon/Sport Utility Vehicle,,,
2023-12-17,03:45,QUEENS,11487,40.804893,-73.949296,POINT (-73.949296 40.804893),FLATBUSH AVENUE,GRAND CONCOURSE,,1,0,0,0,0,0,0,0,Unknown,,,,,4001924,TAXI,Sedan,,,
2023-12-05,23:15,,,,,,NORTHERN BOULEVARD,BOSTON ROAD,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4002409,Motorcycle,Sedan,,,
2023-04-09,19:00,QUEENS,11603,40.539003,-74.214016,POINT (-74.214016 40.539003),CANAL STREET,,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4001151,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-11-01,13:30,QUEENS,11611,40.533681,-73.919,POINT (-73.919 40.533681),QUEENS BOULEVARD,LINDEN BOULEVARD,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,4002629,Station Wagon/Sport Utility Vehicle,TAXI,,,
2023-10-29,16:30,BRONX,11468,40.637144,-74.164421,POINT (-74.164421 40.637144),ATLANTIC AVENUE,,,2,0,0,0,0,0,0,0,,Failure to Yield Right-of-Way,,,,4000647,Unknown,,,,
2023-10-16,22:15,QUEENS,10843,40.848499,-73.865382,POINT (-73.865382 40.848499),BROADWAY,,,0,1,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,4004467,Sedan,Sedan,,,
2023-04-17,19:15,BROOKLYN,10776,40.817892,-73.791592,POINT (-73.791592 40.817892),BOSTON ROAD,GRAND CONCOURSE,,1,0,0,0,0,0,0,0,,Driver Inattention/Distraction,,,,4002372,Sedan,Pick-up Truck,,,
2023-06-13,20:15,MANHATTAN,10921,40.625752,-74.068987,POINT (-74.068987 40.625752),BROADWAY,,,0,0,0,0,0,0,0,0,,,,,,4003034,Motorcycle,,,,
2023-05-25,09:45,MANHATTAN,10952,40.50577,-74.220432,POINT (-74.220432 40.50577),BROADWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4002704,Station Wagon/Sport Utility Vehicle,,,,
2023-09-02,16:30,MANHATTAN,,,,,GRAND CONCOURSE,NORTHERN BOULEVARD,,1,0,2,0,0,0,0,0,Unspecified,Unknown,Following Too Closely,,,4004322,Sedan,Station Wagon/Sport Utility Vehicle,Motorcycle,,
2023-01-23,07:00,STATEN ISLAND,10251,,,,BROADWAY,JEROME AVENUE,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4003934,Box Truck,Van,,,
2023-08-12,06:15,QUEENS,11143,,,,FLATBUSH AVENUE,BELT PARKWAY,,0,0,0,0,0,0,0,0,,Unspecified,,,,4001315,Sedan,,,,
2023-07-26,16:30,QUEENS,,40.582776,-73.906544,POINT (-73.906544 40.582776),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Unspecified,Backing Unsafely,,,,4001088,Sedan,,,,
2023-05-06,05:00,QUEENS,10295,40.514318,-74.217838,POINT (-74.217838 40.514318),JEROME AVENUE,FLATBUSH AVENUE,,2,0,2,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4002088,TAXI,Sedan,,,
2023-03-07,06:00,BRONX,11249,40.797602,-73.917593,POINT (-73.917593 40.797602),LINDEN BOULEVARD,QUEENS BOULEVARD,PARKING LOT,1,0,1,0,0,0,0,0,Pavement Slippery,Failure to Yield Right-of-Way,,,,4004205,Sedan,E-Bike,,,
2023-09-19,14:45,BROOKLYN,10507,40.896354,-73.703096,POINT (-73.703096 40.896354),NORTHERN BOULEVARD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,4001902,Pick-up Truck,Box Truck,Bike,,
2023-06-20,10:30,BROOKLYN,,40.569882,-73.838316,POINT (-73.838316 40.569882),LINDEN BOULEVARD,LINDEN BOULEVARD,,1,0,2,0,1,0,0,0,,Following Too Closely,Backing Unsafely,,,4001350,Box Truck,Unknown,,,
2023-05-31,20:15,QUEENS,10477,40.618751,-73.86449,POINT (-73.86449 40.618751),LINDEN BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Pavement Slippery,,,,4002602,Bike,Station Wagon/Sport Utility Vehicle,,,
2023-11-22,17:15,BROOKLYN,10997,40.750499,-73.933857,POINT (-73.933857 40.750499),FLATBUSH AVENUE,LINDEN BOULEVARD,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4000112,Sedan,,,,
2023-01-23,20:45,QUEENS,10712,40.618724,-74.166588,POINT (-74.166588 40.618724),QUEENS BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4003277,TAXI,,,,
2023-03-18,21:45,BROOKLYN,,,,,HYLAN BOULEVARD,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,4000263,Sedan,Sedan,Sedan,,
2023-03-13,16:45,BRONX,11015,40.540205,-73.734015,POINT (-73.734015 40.540205),LINDEN BOULEVARD,GRAND CONCOURSE,,0,1,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,4001393,TAXI,Sedan,E-Bike,,
2023-04-21,01:30,BRONX,10801,40.547893,-74.123241,POINT (-74.123241 40.547893),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4004455,Box Truck,Sedan,Unknown,,
2023-06-15,11:30,,,,,,QUEENS BOULEVARD,HYLAN BOULEVARD,,1,0,0,0,0,0,0,0,,Driver Inattention/Distraction,,,,4001186,Van,Van,,,
2023-02-06,01:30,BRONX,10989,,,,JEROME AVENUE,,,0,0,0,0,0,0,0,0,,,,,,4004274,Sedan,TAXI,,,
2023-05-12,06:15,QUEENS,,40.771086,-74.168771,POINT (-74.168771 40.771086),BOSTON ROAD,HYLAN BOULEVARD,,1,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4000056,Station Wagon/Sport Utility Vehicle,Unknown,Station Wagon/Sport Utility Vehicle,,
2023-08-30,00:45,MANHATTAN,10243,40.508283,-74.008004,POINT (-74.008004 40.508283),JEROME AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4001309,Sedan,E-Bike,,,
2023-01-11,10:15,QUEENS,11292,40.671044,-73.83907,POINT (-73.83907 40.671044),FLATBUSH AVENUE,ATLANTIC AVENUE,PARKING LOT,0,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4000695,Van,Sedan,,,
2023-07-22,22:15,BRONX,,40.907985,-73.767614,POINT (-73.767614 40.907985),NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,Pavement Slippery,,,4004290,Station Wagon/Sport Utility Vehicle,,Station Wagon/Sport Utility Vehicle,,
2023-02-01,21:00,QUEENS,11463,40.517624,-74.160937,POINT (-74.160937 40.517624),LINDEN BOULEVARD,NORTHERN BOULEVARD,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4002086,TAXI,,TAXI,,
2023-07-19,17:00,BROOKLYN,10145,40.671207,-74.209748,POINT (-74.209748 40.671207),LINDEN BOULEVARD,HYLAN BOULEVARD,,2,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,4002585,Pick-up Truck,Pick-up Truck,,,
2023-02-25,00:45,BROOKLYN,10589,40.819533,-74.233227,POINT (-74.233227 40.819533),JEROME AVENUE,,,1,0,0,0,0,0,0,0,Pavement Slippery,Failure to Yield Right-of-Way,,,,4003032,Station Wagon/Sport Utility Vehicle,Van,Motorcycle,,
2023-08-24,21:45,STATEN ISLAND,,40.639297,-74.217768,POINT (-74.217768 40.639297),LINDEN BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4001862,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-03-24,19:15,QUEENS,10968,40.895303,-73.891125,POINT (-73.891125 40.895303),GRAND CONCOURSE,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4000319,Pick-up Truck,Sedan,,,
2023-02-02,17:45,QUEENS,11396,40.874164,-73.895465,POINT (-73.895465 40.874164),LINDEN BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,4003292,Station Wagon/Sport Utility Vehicle,,,,
2023-03-25,01:00,BRONX,10536,40.842054,-73.836151,POINT (-73.836151 40.842054),BROADWAY,JEROME AVENUE,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4001589,Bike,,,,
